country,date,source,generation_gwh,renewable
United Kingdom,2020-05-01T00:00:00Z,Solar,1843.0157387315833,TRUE
United Kingdom,2020-05-01T00:00:00Z,Wind,3106.703583333333,TRUE
United Kingdom,2020-06-01T00:00:00Z,Biomass,1573.7119166666666,FALSE
United Kingdom,2020-06-01T00:00:00Z,Gas,7249.572333333333,FALSE
United Kingdom,2020-06-01T00:00:00Z,Hydro,296.52208333333334,TRUE
United Kingdom,2020-06-01T00:00:00Z,Nuclear,3326.0488333333333,FALSE
United Kingdom,2020-06-01T00:00:00Z,Solar,1399.6799168073333,TRUE
United Kingdom,2020-06-01T00:00:00Z,Wind,3298.5764166666663,TRUE
United Kingdom,2020-07-01T00:00:00Z,Biomass,1673.3461666666665,FALSE
United Kingdom,2020-07-01T00:00:00Z,Gas,8277.064666666667,FALSE
United Kingdom,2020-07-01T00:00:00Z,Hydro,370.91541666666666,TRUE
United Kingdom,2020-07-01T00:00:00Z,Nuclear,3866.289583333333,FALSE
United Kingdom,2020-07-01T00:00:00Z,Solar,1370.2461054040832,TRUE
United Kingdom,2020-07-01T00:00:00Z,Wind,3292.442,TRUE
United Kingdom,2020-08-01T00:00:00Z,Biomass,1206.9168333333332,FALSE
United Kingdom,2020-08-01T00:00:00Z,Gas,8990.48275,FALSE
United Kingdom,2020-08-01T00:00:00Z,Hydro,306.0045,TRUE
United Kingdom,2020-08-01T00:00:00Z,Nuclear,3147.3576666666663,FALSE
United Kingdom,2020-08-01T00:00:00Z,Solar,1189.547824794833,TRUE
United Kingdom,2020-08-01T00:00:00Z,Wind,3365.0999166666666,TRUE
United Kingdom,2020-09-01T00:00:00Z,Biomass,1007.5139166666668,FALSE
United Kingdom,2020-09-01T00:00:00Z,Gas,8946.06975,FALSE
United Kingdom,2020-09-01T00:00:00Z,Hydro,360.61358333333334,TRUE
United Kingdom,2020-09-01T00:00:00Z,Nuclear,3415.666833333333,FALSE
United Kingdom,2020-09-01T00:00:00Z,Solar,1055.6972902588334,TRUE
United Kingdom,2020-09-01T00:00:00Z,Wind,4110.545416666667,TRUE
United Kingdom,2020-10-01T00:00:00Z,Biomass,1332.0866666666666,FALSE
United Kingdom,2020-10-01T00:00:00Z,Gas,8291.42075,FALSE
United Kingdom,2020-10-01T00:00:00Z,Hydro,520.6626666666666,TRUE
United Kingdom,2020-10-01T00:00:00Z,Nuclear,4528.613916666666,FALSE
United Kingdom,2020-10-01T00:00:00Z,Solar,506.7485444298333,TRUE
United Kingdom,2020-10-01T00:00:00Z,Wind,5262.026,TRUE
United Kingdom,2020-11-01T00:00:00Z,Biomass,1554.6600833333332,FALSE
United Kingdom,2020-11-01T00:00:00Z,Gas,8622.514833333333,FALSE
United Kingdom,2020-11-01T00:00:00Z,Hydro,670.689,TRUE
United Kingdom,2020-11-01T00:00:00Z,Nuclear,4244.0365,FALSE
United Kingdom,2020-11-01T00:00:00Z,Solar,312.0133539043333,TRUE
United Kingdom,2020-11-01T00:00:00Z,Wind,4822.2635,TRUE
United Kingdom,2020-12-01T00:00:00Z,Biomass,1805.3075833333332,FALSE
United Kingdom,2020-12-01T00:00:00Z,Gas,9821.608583333333,FALSE
United Kingdom,2020-12-01T00:00:00Z,Hydro,673.0773333333333,TRUE
United Kingdom,2020-12-01T00:00:00Z,Nuclear,4662.982416666667,FALSE
United Kingdom,2020-12-01T00:00:00Z,Solar,207.6102838413333,TRUE
United Kingdom,2020-12-01T00:00:00Z,Wind,5280.322583333333,TRUE
United Kingdom,2021-01-01T00:00:00Z,Biomass,1645.6967499999998,FALSE
United Kingdom,2021-01-01T00:00:00Z,Gas,11104.98825,FALSE
United Kingdom,2021-01-01T00:00:00Z,Hydro,533.2391666666666,TRUE
United Kingdom,2021-01-01T00:00:00Z,Nuclear,4259.5794166666665,FALSE
United Kingdom,2021-01-01T00:00:00Z,Solar,233.54212392091665,TRUE
United Kingdom,2021-01-01T00:00:00Z,Wind,4858.825083333333,TRUE
United Kingdom,2021-02-01T00:00:00Z,Biomass,1543.0100833333331,FALSE
United Kingdom,2021-02-01T00:00:00Z,Gas,7894.835833333333,FALSE
United Kingdom,2021-02-01T00:00:00Z,Hydro,421.61358333333334,TRUE
United Kingdom,2021-02-01T00:00:00Z,Nuclear,3261.3934166666663,FALSE
United Kingdom,2021-02-01T00:00:00Z,Solar,448.14612348016664,TRUE
United Kingdom,2021-02-01T00:00:00Z,Wind,5769.499416666667,TRUE
United Kingdom,2021-03-01T00:00:00Z,Biomass,1976.7445833333331,FALSE
United Kingdom,2021-03-01T00:00:00Z,Gas,9455.126833333334,FALSE
United Kingdom,2021-03-01T00:00:00Z,Hydro,513.7489166666667,TRUE
United Kingdom,2021-03-01T00:00:00Z,Nuclear,3329.8244999999997,FALSE
United Kingdom,2021-03-01T00:00:00Z,Solar,845.7562950378333,TRUE
United Kingdom,2021-03-01T00:00:00Z,Wind,4793.592833333333,TRUE
United Kingdom,2021-04-01T00:00:00Z,Biomass,1377.5608333333332,FALSE
United Kingdom,2021-04-01T00:00:00Z,Gas,10341.01175,FALSE
United Kingdom,2021-04-01T00:00:00Z,Hydro,485.42966666666666,TRUE
United Kingdom,2021-04-01T00:00:00Z,Nuclear,3575.823083333333,FALSE
United Kingdom,2021-04-01T00:00:00Z,Solar,1482.68534903225,TRUE
United Kingdom,2021-04-01T00:00:00Z,Wind,2802.054083333333,TRUE
United Kingdom,2021-05-01T00:00:00Z,Biomass,1664.5699166666666,FALSE
United Kingdom,2021-05-01T00:00:00Z,Gas,9181.870666666666,FALSE
United Kingdom,2021-05-01T00:00:00Z,Hydro,340.1669166666666,TRUE
United Kingdom,2021-05-01T00:00:00Z,Nuclear,3392.105583333333,FALSE
United Kingdom,2021-05-01T00:00:00Z,Solar,1356.6500476519166,TRUE
United Kingdom,2021-05-01T00:00:00Z,Wind,3269.8761666666664,TRUE
United Kingdom,2021-06-01T00:00:00Z,Biomass,1586.0855,FALSE
United Kingdom,2021-06-01T00:00:00Z,Gas,7575.553583333333,FALSE
United Kingdom,2021-06-01T00:00:00Z,Hydro,242.33,TRUE
United Kingdom,2021-06-01T00:00:00Z,Nuclear,3824.827583333333,FALSE
United Kingdom,2021-06-01T00:00:00Z,Solar,1444.9741600490831,TRUE
United Kingdom,2021-06-01T00:00:00Z,Wind,2516.9883333333332,TRUE
United Kingdom,2021-07-01T00:00:00Z,Biomass,1600.7412499999998,FALSE
United Kingdom,2021-07-01T00:00:00Z,Gas,8852.690083333333,FALSE
United Kingdom,2021-07-01T00:00:00Z,Hydro,234.20158333333333,TRUE
United Kingdom,2021-07-01T00:00:00Z,Nuclear,3290.7211666666667,FALSE
United Kingdom,2021-07-01T00:00:00Z,Solar,1461.0223256160832,TRUE
United Kingdom,2021-07-01T00:00:00Z,Wind,1952.0913333333333,TRUE
United Kingdom,2021-08-01T00:00:00Z,Biomass,1303.2710833333333,FALSE
United Kingdom,2021-08-01T00:00:00Z,Gas,7628.093416666667,FALSE
United Kingdom,2021-08-01T00:00:00Z,Hydro,247.5905833333333,TRUE
United Kingdom,2021-08-01T00:00:00Z,Nuclear,3296.8350833333334,FALSE
United Kingdom,2021-08-01T00:00:00Z,Solar,1113.8409377495832,TRUE
United Kingdom,2021-08-01T00:00:00Z,Wind,3123.094583333333,TRUE
United Kingdom,2021-09-01T00:00:00Z,Biomass,1109.7418333333333,FALSE
United Kingdom,2021-09-01T00:00:00Z,Gas,8934.001833333334,FALSE
United Kingdom,2021-09-01T00:00:00Z,Hydro,294.85741666666667,TRUE
United Kingdom,2021-09-01T00:00:00Z,Nuclear,3509.2673333333332,FALSE
United Kingdom,2021-09-01T00:00:00Z,Solar,929.0340284661668,TRUE
United Kingdom,2021-09-01T00:00:00Z,Wind,2969.7204166666666,TRUE
United Kingdom,2021-10-01T00:00:00Z,Biomass,1584.15475,FALSE
United Kingdom,2021-10-01T00:00:00Z,Gas,7378.0005,FALSE
United Kingdom,2021-10-01T00:00:00Z,Hydro,546.4736666666666,TRUE
United Kingdom,2021-10-01T00:00:00Z,Nuclear,3362.376583333333,FALSE
United Kingdom,2021-10-01T00:00:00Z,Solar,552.3066656844167,TRUE
United Kingdom,2021-10-01T00:00:00Z,Wind,5897.140833333333,TRUE
United Kingdom,2021-11-01T00:00:00Z,Biomass,1695.5226666666665,FALSE
United Kingdom,2021-11-01T00:00:00Z,Gas,9319.446333333331,FALSE
United Kingdom,2021-11-01T00:00:00Z,Hydro,630.4718333333333,TRUE
United Kingdom,2021-11-01T00:00:00Z,Nuclear,4049.18275,FALSE
United Kingdom,2021-11-01T00:00:00Z,Solar,354.7734544180833,TRUE
United Kingdom,2021-11-01T00:00:00Z,Wind,5496.286666666666,TRUE
United Kingdom,2021-12-01T00:00:00Z,Biomass,1930.4189166666663,FALSE
United Kingdom,2021-12-01T00:00:00Z,Gas,9949.491083333332,FALSE
United Kingdom,2021-12-01T00:00:00Z,Hydro,581.2955833333333,TRUE
United Kingdom,2021-12-01T00:00:00Z,Nuclear,4255.24975,FALSE
United Kingdom,2021-12-01T00:00:00Z,Solar,161.68360810008332,TRUE
United Kingdom,2021-12-01T00:00:00Z,Wind,5493.4572499999995,TRUE
United Kingdom,2022-01-01T00:00:00Z,Biomass,1720.7085,FALSE
United Kingdom,2022-01-01T00:00:00Z,Gas,10377.5505,FALSE
United Kingdom,2022-01-01T00:00:00Z,Hydro,575.9830833333333,TRUE
United Kingdom,2022-01-01T00:00:00Z,Nuclear,4092.7551666666664,FALSE
United Kingdom,2022-01-01T00:00:00Z,Solar,319.49463705725,TRUE
United Kingdom,2022-01-01T00:00:00Z,Wind,6075.6849999999995,TRUE
United Kingdom,2022-02-01T00:00:00Z,Biomass,1423.334916666667,FALSE
United Kingdom,2022-02-01T00:00:00Z,Gas,5195.751166666667,FALSE
United Kingdom,2022-02-01T00:00:00Z,Hydro,620.1188333333333,TRUE
United Kingdom,2022-02-01T00:00:00Z,Nuclear,3431.4514166666663,FALSE
United Kingdom,2022-02-01T00:00:00Z,Solar,475.8540052485833,TRUE
United Kingdom,2022-02-01T00:00:00Z,Wind,7583.820333333333,TRUE
United Kingdom,2022-03-01T00:00:00Z,Biomass,1385.18375,FALSE
United Kingdom,2022-03-01T00:00:00Z,Gas,9168.404583333331,FALSE
United Kingdom,2022-03-01T00:00:00Z,Hydro,516.391,TRUE
United Kingdom,2022-03-01T00:00:00Z,Nuclear,4225.78875,FALSE
United Kingdom,2022-03-01T00:00:00Z,Solar,1023.0479585838332,TRUE
United Kingdom,2022-03-01T00:00:00Z,Wind,4627.232416666667,TRUE
United Kingdom,2022-04-01T00:00:00Z,Biomass,1177.7158333333332,FALSE
United Kingdom,2022-04-01T00:00:00Z,Gas,9285.088333333331,FALSE
United Kingdom,2022-04-01T00:00:00Z,Hydro,332.16841666666664,TRUE
United Kingdom,2022-04-01T00:00:00Z,Nuclear,3938.636166666666,FALSE
United Kingdom,2022-04-01T00:00:00Z,Solar,1283.7416519160834,TRUE
United Kingdom,2022-04-01T00:00:00Z,Wind,4268.8625,TRUE
United Kingdom,2022-05-01T00:00:00Z,Biomass,805.0353333333333,FALSE
United Kingdom,2022-05-01T00:00:00Z,Gas,10275.841,FALSE
United Kingdom,2022-05-01T00:00:00Z,Hydro,397.15325,TRUE
United Kingdom,2022-05-01T00:00:00Z,Nuclear,4070.019333333333,FALSE
United Kingdom,2022-05-01T00:00:00Z,Solar,1387.1709411964166,TRUE
United Kingdom,2022-05-01T00:00:00Z,Wind,4516.861083333333,TRUE
United Kingdom,2022-06-01T00:00:00Z,Biomass,1068.0436666666667,FALSE
United Kingdom,2022-06-01T00:00:00Z,Gas,9374.296583333333,FALSE
United Kingdom,2022-06-01T00:00:00Z,Hydro,312.9713333333333,TRUE
United Kingdom,2022-06-01T00:00:00Z,Nuclear,4134.267416666667,FALSE
United Kingdom,2022-06-01T00:00:00Z,Solar,1535.0649473419166,TRUE
United Kingdom,2022-06-01T00:00:00Z,Wind,3645.016833333333,TRUE
United Kingdom,2022-07-01T00:00:00Z,Biomass,1362.5291666666667,FALSE
United Kingdom,2022-07-01T00:00:00Z,Gas,10122.00675,FALSE
United Kingdom,2022-07-01T00:00:00Z,Hydro,321.258,TRUE
United Kingdom,2022-07-01T00:00:00Z,Nuclear,3548.7752499999997,FALSE
United Kingdom,2022-07-01T00:00:00Z,Solar,1440.51713383,TRUE
United Kingdom,2022-07-01T00:00:00Z,Wind,3451.9746666666665,TRUE
United Kingdom,2022-08-01T00:00:00Z,Biomass,1387.8794166666669,FALSE
United Kingdom,2022-08-01T00:00:00Z,Gas,10670.7135,FALSE
United Kingdom,2022-08-01T00:00:00Z,Hydro,268.09591666666665,TRUE
United Kingdom,2022-08-01T00:00:00Z,Nuclear,3344.7451666666666,FALSE
United Kingdom,2022-08-01T00:00:00Z,Solar,1479.8781839102498,TRUE
United Kingdom,2022-08-01T00:00:00Z,Wind,2730.49075,TRUE
United Kingdom,2022-09-01T00:00:00Z,Biomass,1434.7228333333333,FALSE
United Kingdom,2022-09-01T00:00:00Z,Gas,9886.184833333333,FALSE
United Kingdom,2022-09-01T00:00:00Z,Hydro,236.339,TRUE
United Kingdom,2022-09-01T00:00:00Z,Nuclear,3279.2817499999996,FALSE
United Kingdom,2022-09-01T00:00:00Z,Solar,935.30394468575,TRUE
United Kingdom,2022-09-01T00:00:00Z,Wind,4454.994416666666,TRUE
United Kingdom,2022-10-01T00:00:00Z,Biomass,739.4209999999999,FALSE
United Kingdom,2022-10-01T00:00:00Z,Gas,8585.84175,FALSE
United Kingdom,2022-10-01T00:00:00Z,Hydro,538.7445,TRUE
United Kingdom,2022-10-01T00:00:00Z,Nuclear,3337.474583333333,FALSE
United Kingdom,2022-10-01T00:00:00Z,Solar,712.2044175287499,TRUE
United Kingdom,2022-10-01T00:00:00Z,Wind,6981.3485833333325,TRUE
United Kingdom,2022-11-01T00:00:00Z,Biomass,1202.632833333333,FALSE
United Kingdom,2022-11-01T00:00:00Z,Gas,9450.523666666666,FALSE
United Kingdom,2022-11-01T00:00:00Z,Hydro,623.2903333333333,TRUE
United Kingdom,2022-11-01T00:00:00Z,Nuclear,3197.3161666666665,FALSE
United Kingdom,2022-11-01T00:00:00Z,Solar,319.40042603399996,TRUE
United Kingdom,2022-11-01T00:00:00Z,Wind,6925.906749999999,TRUE
United Kingdom,2022-12-01T00:00:00Z,Biomass,1284.4301666666663,FALSE
United Kingdom,2022-12-01T00:00:00Z,Gas,9411.722833333331,FALSE
United Kingdom,2022-12-01T00:00:00Z,Hydro,532.6789166666666,TRUE
United Kingdom,2022-12-01T00:00:00Z,Nuclear,4097.500916666667,FALSE
United Kingdom,2022-12-01T00:00:00Z,Solar,236.93036957016665,TRUE
United Kingdom,2022-12-01T00:00:00Z,Wind,6394.990083333333,TRUE
United Kingdom,2023-01-01T00:00:00Z,Biomass,1171.4393333333333,FALSE
United Kingdom,2023-01-01T00:00:00Z,Gas,7377.229249999999,FALSE
United Kingdom,2023-01-01T00:00:00Z,Hydro,718.6244166666667,TRUE
United Kingdom,2023-01-01T00:00:00Z,Nuclear,3749.209833333334,FALSE
United Kingdom,2023-01-01T00:00:00Z,Solar,344.682618801,TRUE
United Kingdom,2023-01-01T00:00:00Z,Wind,7877.367416666666,TRUE
United Kingdom,2023-02-01T00:00:00Z,Biomass,1234.17425,FALSE
United Kingdom,2023-02-01T00:00:00Z,Gas,7566.740666666667,FALSE
United Kingdom,2023-02-01T00:00:00Z,Hydro,525.7343333333333,TRUE
United Kingdom,2023-02-01T00:00:00Z,Nuclear,2394.0063333333333,FALSE
United Kingdom,2023-02-01T00:00:00Z,Solar,506.43261725183334,TRUE
United Kingdom,2023-02-01T00:00:00Z,Wind,5764.667083333333,TRUE
United Kingdom,2023-03-01T00:00:00Z,Biomass,1171.3015833333332,FALSE
United Kingdom,2023-03-01T00:00:00Z,Gas,8434.152583333333,FALSE
United Kingdom,2023-03-01T00:00:00Z,Hydro,429.85175,TRUE
United Kingdom,2023-03-01T00:00:00Z,Nuclear,3071.4559999999997,FALSE
United Kingdom,2023-03-01T00:00:00Z,Solar,713.751995561,TRUE
United Kingdom,2023-03-01T00:00:00Z,Wind,5912.438999999999,TRUE
United Kingdom,2023-04-01T00:00:00Z,Biomass,1203.2798333333333,FALSE
United Kingdom,2023-04-01T00:00:00Z,Gas,7557.305916666666,FALSE
United Kingdom,2023-04-01T00:00:00Z,Hydro,331.6655833333333,TRUE
United Kingdom,2023-04-01T00:00:00Z,Nuclear,3059.2474166666666,FALSE
United Kingdom,2023-04-01T00:00:00Z,Solar,1230.52973246375,TRUE
United Kingdom,2023-04-01T00:00:00Z,Wind,4316.778833333333,TRUE
United Kingdom,2023-05-01T00:00:00Z,Biomass,607.5436666666666,FALSE
United Kingdom,2023-05-01T00:00:00Z,Gas,7052.902916666666,FALSE
United Kingdom,2023-05-01T00:00:00Z,Hydro,188.35816666666665,TRUE
United Kingdom,2023-05-01T00:00:00Z,Nuclear,3142.8058333333333,FALSE
United Kingdom,2023-05-01T00:00:00Z,Solar,1696.0653674062498,TRUE
United Kingdom,2023-05-01T00:00:00Z,Wind,3278.462,TRUE
United Kingdom,2023-06-01T00:00:00Z,Biomass,568.453,FALSE
United Kingdom,2023-06-01T00:00:00Z,Gas,7398.035583333333,FALSE
United Kingdom,2023-06-01T00:00:00Z,Hydro,121.42116666666666,TRUE
United Kingdom,2023-06-01T00:00:00Z,Nuclear,3340.056333333333,FALSE
United Kingdom,2023-06-01T00:00:00Z,Solar,1784.3713582436665,TRUE
United Kingdom,2023-06-01T00:00:00Z,Wind,3040.6506666666664,TRUE
United Kingdom,2023-07-01T00:00:00Z,Biomass,1046.5116666666663,FALSE
United Kingdom,2023-07-01T00:00:00Z,Gas,6250.37525,FALSE
United Kingdom,2023-07-01T00:00:00Z,Hydro,238.5065,TRUE
United Kingdom,2023-07-01T00:00:00Z,Nuclear,3116.4811666666665,FALSE
United Kingdom,2023-07-01T00:00:00Z,Solar,1390.2428197211666,TRUE
United Kingdom,2023-07-01T00:00:00Z,Wind,4655.526333333333,TRUE
United Kingdom,2023-08-01T00:00:00Z,Biomass,859.36725,FALSE
United Kingdom,2023-08-01T00:00:00Z,Gas,7331.845166666666,FALSE
United Kingdom,2023-08-01T00:00:00Z,Hydro,275.09933333333333,TRUE
United Kingdom,2023-08-01T00:00:00Z,Nuclear,3058.564833333334,FALSE
United Kingdom,2023-08-01T00:00:00Z,Solar,1311.92398063525,TRUE
United Kingdom,2023-08-01T00:00:00Z,Wind,3816.042,TRUE
United Kingdom,2023-09-01T00:00:00Z,Biomass,908.49275,FALSE
United Kingdom,2023-09-01T00:00:00Z,Gas,7031.5289999999995,FALSE
United Kingdom,2023-09-01T00:00:00Z,Hydro,329.4004166666667,TRUE
United Kingdom,2023-09-01T00:00:00Z,Nuclear,3705.0671666666663,FALSE
United Kingdom,2023-09-01T00:00:00Z,Solar,1111.11571764625,TRUE
United Kingdom,2023-09-01T00:00:00Z,Wind,4115.853166666667,TRUE
United Kingdom,2023-10-01T00:00:00Z,Biomass,1388.1154166666663,FALSE
United Kingdom,2023-10-01T00:00:00Z,Gas,6263.5602499999995,FALSE
United Kingdom,2023-10-01T00:00:00Z,Hydro,613.7742499999999,TRUE
United Kingdom,2023-10-01T00:00:00Z,Nuclear,3176.3444999999997,FALSE
United Kingdom,2023-10-01T00:00:00Z,Solar,721.3346923065833,TRUE
United Kingdom,2023-10-01T00:00:00Z,Wind,6191.29875,TRUE
United Kingdom,2023-11-01T00:00:00Z,Biomass,1711.342583333333,FALSE
United Kingdom,2023-11-01T00:00:00Z,Gas,7790.13375,FALSE
United Kingdom,2023-11-01T00:00:00Z,Hydro,517.1890833333333,TRUE
United Kingdom,2023-11-01T00:00:00Z,Nuclear,2826.6359166666666,FALSE
United Kingdom,2023-11-01T00:00:00Z,Solar,402.31893070116666,TRUE
